feature1,feature2,feature3,feature4,feature5,target
-0.038769050918666614,-0.6492390080230142,-0.2247456205149846,-1.3462749832381498,0.1268793967486328,0
1.0052841970939037,-1.3732388152011412,1.157346311723567,0.12649323990899375,1.4227991502650217,0
-0.7424547815870448,-0.5732572418181131,1.6884421557461313,-2.588236607468902,0.7625617821222722,0
-1.5871580260903222,1.7585822233655573,-0.930664217960387,0.7646140950814801,2.4153987156626373,1
0.1958063736831209,-0.058896622598757054,-0.5493598549354416,0.7773750084662924,1.1472611137830564,1
1.2486105574331314,-1.5990824317543084,-1.5534277984667928,-1.0627796137886645,-1.9731744856680598,0
2.04218965527404,-1.9156504734400375,0.2349778748162469,1.7004776614471435,2.0743372384860663,1
-0.5406472265480423,0.958519165617669,-0.4873894162901053,1.0597617118474119,1.0234340632913086,1
-0.19674878095729617,0.1677720738171402,0.16984469724903012,0.5252856112634569,1.6855844799494717,1
1.7565315688212126,-1.9960371460381552,1.0544121122194114,0.029168284899363517,-0.12890180227655035,0
1.0762867513600523,-0.36624893253218427,-0.44309487395607067,1.1434247155938617,-1.6340301424903396,1
0.7590117111689207,-0.4468525589868122,2.569907035475335,0.9926051298558801,0.3218438113679798,1
-0.2720571820315808,-0.2840265056259248,0.6198091075303009,-2.063973001758184,-2.242659131337946,0
-0.6480793047723832,-0.4805679826923097,0.01424416401371203,-2.407374161936458,0.17534959484628654,0
0.35727235119948497,-1.2782191298956973,-0.21645222277144752,-0.9796337105738849,1.9748965069476534,0
-0.5473198104547576,1.2823083232044619,-1.1874654017384385,1.3516792112735738,0.12823372722273618,1
0.0030209236374082763,-0.8746890102984259,-0.4652168666180802,-1.4514779587544766,0.7803861650614762,0
0.6890039601637835,-0.41080139454019615,-0.9788142460811394,1.0609005106749003,0.7361693778469005,1
0.19112697873161708,0.4726074974153054,0.3770920937424761,1.177459397119478,-0.566647337129476,1
0.18147962900163597,-0.7672104130886643,0.5863329755781368,-0.9820865310827187,0.35761104607949024,0
-2.4244371895567682,1.5185221714326418,0.8266415353898965,-2.4793426552083795,0.2970143083880592,0
0.8350203922027744,-0.7246619929725109,-0.7922983922041061,0.7513517099708288,0.6871193520493744,1
-0.792883433902488,0.6353525177015421,-0.14655853569167893,0.33750534806623456,2.3652240887242684,1
-0.8141018989442271,1.4642882506472605,0.3562167098144623,1.4293596127454358,0.9971417715262644,1
